50,"(0.0015243902439023849, 0.007621951219512146, -0.0060975609756097615)",2007-07-20 14:15:00,2007-07-26 09:15:00
75,"(-0.0015243902439023849, 0.007621951219512146, -0.0060975609756097615)",2007-07-20 14:15:00,2007-07-27 14:00:00
100,"(0.0, 0.007621951219512146, -0.0060975609756097615)",2007-07-20 14:15:00,2007-07-31 10:45:00
150,"(-0.0060975609756097615, 0.007621951219512146, -0.011178861788617933)",2007-07-20 14:15:00,2007-08-03 14:00:00
25,"(-0.006176016469377266, 0.0010293360782296368, -0.006176016469377266)",2007-09-04 09:30:00,2007-09-05 14:00:00
50,"(-0.0036026762738033957, 0.0010293360782296368, -0.008234688625836317)",2007-09-04 09:30:00,2007-09-07 10:45:00
75,"(-0.0072053525476067914, 0.0010293360782296368, -0.008234688625836317)",2007-09-04 09:30:00,2007-09-11 09:15:00
100,"(-0.00257334019557387, 0.00257334019557387, -0.030880082346886217)",2007-09-04 09:30:00,2007-09-12 14:00:00
150,"(-0.011322696860525006, 0.00257334019557387, -0.030880082346886217)",2007-09-04 09:30:00,2007-09-18 09:15:00
25,"(0.001556016597510368, 0.004668049792531104, -0.001556016597510368)",2007-09-18 09:45:00,2007-09-19 14:15:00
50,"(0.004668049792531104, 0.007261410788381717, -0.001556016597510368)",2007-09-18 09:45:00,2007-09-21 11:00:00
75,"(0.004668049792531104, 0.007261410788381717, -0.001556016597510368)",2007-09-18 09:45:00,2007-09-25 09:30:00
100,"(0.004149377593360981, 0.007261410788381717, -0.001556016597510368)",2007-09-18 09:45:00,2007-09-26 14:15:00
150,"(-0.001556016597510368, 0.010373443983402453, -0.0036307053941908585)",2007-09-18 09:45:00,2007-10-09 09:30:00
25,"(-0.018372703412073532, 0.0, -0.020472440944881876)",2007-10-22 09:30:00,2007-10-23 14:00:00
50,"(-0.04514435695538055, 0.0, -0.05091863517060369)",2007-10-22 09:30:00,2007-10-25 10:45:00
75,"(-0.0299212598425197, 0.0, -0.05406824146981626)",2007-10-22 09:30:00,2007-10-29 09:15:00
100,"(-0.041469816272965865, 0.0, -0.05406824146981626)",2007-10-22 09:30:00,2007-10-30 14:00:00
150,"(-0.022047244094488216, 0.0, -0.05406824146981626)",2007-10-22 09:30:00,2007-11-05 09:15:00
25,"(0.02487562189054726, 0.03095632946379223, -0.007739082365948002)",2007-12-20 14:00:00,2007-12-24 10:15:00
50,"(0.008844665561083431, 0.03095632946379223, -0.007739082365948002)",2007-12-20 14:00:00,2007-12-25 15:00:00
75,"(0.012161415146489718, 0.03095632946379223, -0.007739082365948002)",2007-12-20 14:00:00,2007-12-27 13:45:00
100,"(0.004422332780541716, 0.03095632946379223, -0.007739082365948002)",2007-12-20 14:00:00,2008-01-02 10:15:00
150,"(0.009397457158651257, 0.03095632946379223, -0.007739082365948002)",2007-12-20 14:00:00,2008-01-07 13:45:00
25,"(0.027670171555063572, 0.03209739900387376, -0.0011068068622025473)",2007-12-21 09:30:00,2007-12-24 14:00:00
50,"(0.010514665190924255, 0.03209739900387376, -0.0011068068622025473)",2007-12-21 09:30:00,2007-12-26 10:45:00
75,"(0.009407858328721597, 0.03209739900387376, -0.0011068068622025473)",2007-12-21 09:30:00,2007-12-28 09:15:00
